artist,date,title,source,percent funded?
Costantino Nivola,1960,"""HORSES""",education,
Elemer Polony,1960,"""THE MUSES AS DRAMA, MUSIC, AND SCIENCE""",education,
Irving Amen,1960,MOON SONG,education,
Max Spivak,1960,SEA AND BIRD LIFE,education,
Salvatore Aucello,1960,THE ELEMENTS OF NATURE,education,
Steve Kuzma,1960,RACEHORSE,education,
Alfred Crimi,1961,THE WISE MAN WITHIN THE CIRCLE AND THE SQUARE,education,
Clemente Spampinato,1961,PHYSICAL EDUCATION,education,
Francis Bradford,1961,GREAT DISCOVERIES,education,
Helen Treadwell,1961,"""POPULAR CHARACTERS FROM CHILDREN'S BOOKS""",education,
Jack Stewart,1961,DELOS I,education,
Jack Stewart,1961,DELOS I I I,education,
Jack Stewart,1961,AEGEAN PRELUDE,education,
Thomas Lo Medico,1961,THE STORY HOUR,education,
Chaim Gross,1962,IN FRONT OF THE ARK,education,
Clemente Spampinato,1962,"""FOOTBALL, BASKETBALL, AND POLE VAULTING""",education,
Cliff(Ord) Young,1962,LONG ISLAND HERITAGE,education,
Elemer Polony,1962,YOUTH ACTIVITIES,education,
Ethel Cutler,1962,"FRONDS II, ALSO TITLED DESERT LIFE",education,
Fred Powell,1962,CONSERTE,education,
Helen Treadwell,1962,"""CANARSIE INDIANS""",education,
Jack Lubin,1962,GAMES AND RHYTHM,education,
Lumen Winter,1962,"JONATHAN P. HYATT, EDUCATOR",education,
Max Spivak,1962,CENTRAL PARK AS A REFUGE,education,
Umberto Romano,1962,"""YOUTH LEARNS FROM THE PAST AND LOOK TOWARD THE FUTURE""",education,
Vincent Cavallaro,1962,"""GENERAL PULASKI & HIS AIDES ON HORSEBACK""",education,
Clemente Spampinato,1963,AD ASTRA PER LIBROS,education,
Edmund Cortez,1963,ANIMALS OF THE PRAIRIE,education,
Jack Hastings,1963,"""MYTHOLOGICAL CREATURES""",education,
Jack Hastings,1963,"""SUN""",education,
Jack Hastings,1963,"""BIRDS""",education,
Jack Hastings,1963,"""TREE, VARIOUS ANIMALS AND SUN""",education,
John Nickelsen,1963,PHANTOM CITY,education,
Lumen Winter,1963,IMMIGRATION,education,
Lumen Winter,1963,"""THE ORIGNAL MURAL STORY""",education,
Salvatore Aucello,1963,"""SCIENCE AND THE ARTS""",education,
Tibor Freund,1963,"""UNIVERSAL DISSEMINATION OF KNOWLEDGE""",education,
Alexsandra Kasuba,1964,GROWTH OF HUMAN ACHIEVEMENTS,education,
Alfred Crimi,1964,"MUSIC, SCIENCE AND PHYSICAL CULTURE",education,
Ben Clements,1964,"""HARRY EISNER PRINCIPAL OF FRANKILIN LANE HIGH SCHOOL 1948-1962""",education,
Charles Alston,1964,MAN ON THE THRESHOLD OF THE SPACE AGE,education,
Ethel Cutler,1964,GROWTH (IN MEMORY OF JFK),education,
Furman Finck,1964,"""GRACE L. COREY, ADMINISTRATIVE ASSISTANT""",education,
G Wilson,1964,"""THREE CHILDREN""",education,
Larry Griffis Jr.,1964,THE PURSUIT OF LEARNING 1 & 2,education,
Lumen Winter,1964,"SCIENCE, MUSIC, ART, AND LITERATURE",education,
Clemente Spampinato,1965,"""WILLIAM T. DAVIS""",education,
Costantino Nivola,1965,RELIEF PANELS,education,
Costantino Nivola,1965,"""EDUCATION AND LEARNING""",education,
Edward Menshekoff,1965,"""YOUNG PEOPLE""",education,
Jack Hastings,1965,BRONZE SCULPTURES,education,
Jack Lubin,1965,INTRODUCTION TO EDUCATION,education,
John Matt,1965,CITY OF MANHATTAN,education,
Lumen Winter,1965,"""HISTORY OF STATEN ISLAND""",education,
Max Spivak,1965,"MOON AND SEA, SUN AND EARTH",education,
Nathaniel Choate,1965,DREAMS OF CHILDHOOD,education,
Otello Guarducci,1965,MUSIC AND INSPIRATION,education,
S Oppenheimer,1965,PRINCIPAL WILLIAM PABST,education,
Thomas Lo Medico,1965,"""STUDENTS""",education,
Vincent Cavallaro,1965,SMALL FOREST,education,
Alfred Crimi,1966,THE LIGHT OF KNOWLEDGE,education,
Evelyn Hofer,1966,SKY DUBLIN,education,
Harold Kihl,1966,"""EARLY AMERICAN EXPLORATION""",education,
Harold Kihl,1966,"""AMERICAN HISTORY: PRESIDENTS""",education,
John Lefkow,1966,"""MOVEMENT THROUGH SPACE""",education,
John Lefkow,1966,"UNTITLED, ""BRIDGE""",education,
John Terken,1966,KNOWLEDGE,education,
Lumen Winter,1966,"""THE SUN""",education,
Ralph Menconi,1966,MAN & SPACE,education,
Robert Skemp,1966,JON B. LEDER [?],education,
William Giles,1966,3 PEOPLE 3,education,
William Giles,1966,"3 DECORATIONS 3/ ART WALL ""(EDUCATIONAL COMPONENT)""",education,
Alfred Crimi,1967,BUST OF ALBERT EINSTEIN,education,
Amy Jones,1967,LUCY ON PFEIFFERS BEACH,education,
Bogdan Grom,1967,"""SCHOOL PLAYTIME""",education,
Clemente Spampinato,1967,ASPIRATION OF YOUTH,education,
Clemente Spampinato,1967,JUSTICE BENJAMIN N. CARDOZO,education,
Elemer Polony,1967,"ARTS & ARCHITECTURE, CHEMISTRY, ASTRONOMY",education,
Harold Kihl,1967,"""ASTRONAUTS""",education,
Inge Hardison,1967,LEWIS HOWARD LATIMER (1848-1928),education,
Jack Lubin,1967,"""SPIRITS OF EDUCATION""",education,
Jack Lubin,1967,"ANIMAL AND VEGETABLE KINGDOM, (4 PANELS)..",education,
Jack Lubin,1967,MUSIC RYTHMS,education,
Keith Monroe,1967,"""ANIMAL LIFE""",education,
Max Spivak,1967,"""SPACE AND SATELLITES""",education,
Max Spivak,1967,"SPORTS AND SKILL (#1), ARTS AND LETTERS(#2)",education,
Otello Guarducci,1967,THE LIFE OF SAMUEL DICKSTEIN,education,
Otello Guarducci,1967,THE WINDOW,education,
Seymour Fogel,1967,EXPLORATION OF SPACE,education,
William Tarr,1967,LETTERS,education,
William Tarr,1967,NUMBERS,education,
Costantino Nivola,1968,ROOF PROMENADE SCULPTURE,education,
Costantino Nivola,1968,"""UNKNOWN""",education,
Ernest Crichlow,1968,"""LEWIS HOWARD LATIMER""",education,
Wright,1968,BUST OF MARY MCLEOD BETHUNE,education,
Helen Treadwell,1968,"""THE SCIENCES"", ""THE ARTS""",education,
Teddy Millington-Drake,1968,"ORANGE, GRAY, AND WHITE",education,
Amy Jones,1969,HUDSON RIVER ICE FLOES (BROWN),education,
Ethel Cutler,1969,A GARDEN NEAR WASHINGTON SQUARE,education,
Jack Lubin,1969,"MUSIC RHYTHMS, ELEMENTS OF EDUCATION",education,
Jack Lubin,1969,ANIMAL AND VEGETABLE KINGDOM (4 PANELS),education,
Lumen Winter,1969,MOTIVATION,education,
Lumen Winter,1969,PROTECTION,education,
Mitchell Loeb,1969,"""JOHN F. MCNEILL, PRINCIPAL 1934-1965""",education,
Vincent Cavallaro,1969,SOCIAL COMMUNICATION,education,
Alfred Crimi,1970,UNITED NATIONS,education,
Costantino Nivola,1970,SYNTHESIS OF ACADEMIC AND VOCATN'L ENDEAVORS,education,
Golda Lewis,1970,COMPAGE,education,
Golda Lewis,1970,DOLMEN JUTLAND DENMARK,education,
Hugo Gellert,1970,"""WE CAN SEE FAR FOR WE ARE STANDING ON THE SHOULDERS OF GIANTS""",education,
Lumen Winter,1970,ASCENT,education,
Lumen Winter,1970,ROCK,education,
Tibor Freund,1970,VEHICLE OF PROGRESS OF EDUCATION,education,
Clemente Spampinato,1971,ELEMENTS OF EDUCATION,education,
George Koras,1971,"""UNITY, SERENITY, PEACE""",education,
Jack Lubin,1971,"""SPRING FESTIVAL""",education,
Richard Roth,1971,LARGE SQUARE SPECTRUM SERIES #1,education,
Chris Shelton,1972,"""AIR AFRIQUE #4""",education,
Costantino Nivola,1972,EDUCATION AND FAMILY,education,
David Levine,1972,CARICATURE OF NORMAN ROCKWELL,education,
Emily Fuller,1972,NEW YORK CITY LANDSCAPE MAP POLLUTION # 4,education,
George Koras,1972,THE CHALLENGE,education,
Howard Conant,1972,VERTICAL RECTANGLES IN GRAYED GREENS,education,
Howard Conant,1972,CRISS CROSS PATTERN WITH TRIANGLE IN YELLOW AND GREENS,education,
Howard Conant,1972,TRIANGULAR GRID PATTERN IN PURPLES AND RED,education,
Klaus Kammerichs,1972,TELEPHONE,education,
Milton Hebald,1972,EDUCATION AND ATHLETICS,education,
Richard Kirk,1972,CHALLENGE OF SPACE,education,
Costantino Nivola,1973,THE FAMILY,education,
Eduardo Raimirez,1973,UNTITLED (HEXAGONAL SCULPTURE),education,
Francis Bevilacqua,1973,SPORTS,education,
Golda Lewis,1973,CIRCLE 101,education,
Golda Lewis,1973,TIME: THE FLOWER STASHA,education,
Golda Lewis,1973,AFRICAN FIGURE,education,
Howard Conant,1973,ABSTRACT LANDSCAPE,education,
Howard Conant,1973,CONCENTRIC TRIANGLES IN GREENS AND YELLOWS,education,
Howard Conant,1973,DIAGONAL GRID WITH TRIANGLES IN GREENS & TAN,education,
Ian Hornak,1973,GEORGIA POND,education,
Vincent Cavallaro,1973,LIGHT OF KNOWLEDGE,education,
William Tarr,1973,"MARTIN LUTHER KING, JR. MEMORIAL",education,
Alfred Crimi,1974,"""ONCE UPON A TIME""",education,
Charles Reina,1974,LIFE'S JOURNEY,education,
Domenico Facci,1974,"""PLAY AND STUDY""",education,
Hedy O'Beil,1974,NIGHTWATCH,education,
Howard Conant,1974,NAVAJO PATTERN # 1,education,
Howard Conant,1974,CHEVRON SERIES # 9,education,
Howard Conant,1974,CHEVRON SERIES # 2,education,
Howard Conant,1974,OKAUCHEE # 201,education,
Howard Conant,1974,THREE DISCS,education,
Howard Conant,1974,CRISS CROSS DIAGONALS NAVAJO ON WHITE,education,
Howard Conant,1974,"CRISS CROSS SERIES IN GREEN & BLUE (WITH CENTRAL RED, YELLOW & WHITE PANEL)",education,
Howard Conant,1974,CHEVRONS,education,
Howard Conant,1974,NAVAJO PATTERN #2,education,
Howard Conant,1974,"UNTITLED (CRISSCROSS IN MUSTARD, PURPLE, ORANGE, RED, AND PEACH)",education,
Howard Conant,1974,CHEVRON SERIES # 8,education,
Jerry Clapsaddle,1974,GHOST SHIRT,education,
Lumen Winter,1974,"""LIGHT AND COLOR SPECTRUM""",education,
Maxwell Chayat,1974,"""EXPLORATION""",education,
Peter Marcus,1974,BLUEPRINT,education,
Anita Fleischner,1975,ABRAHAM H. LASS,education,
Anthony Toney,1975,FREEDOM FOR ALL,education,
Camille Billops,1975,THE WAR OF THE FIVES,education,
Charles Alston,1975,KNOWLEDGE AND ADVANCEMENT,education,
Domenico Mortellito,1975,GIFT OF FREEDOM,education,
Elizabeth Case,1975,FREEDOM TO BEAR ARMS,education,
G. Jones,1975,AMERICA A PROPHECY,education,
Howard Conant,1975,FLORES AMARILLAS ANARAJADAS ROSA PURPURAS Y ROJAS,education,
Howard Conant,1975,TRIANGLE/SQUARE SERIES # 1,education,
Howard Conant,1975,BYZANTINE EQUILIBRIUM,education,
John Manship,1975,FREEDOM TO GO WHERE ONE PLEASES,education,
John Rhoden,1975,BUST OF VITO MARCANTONIO,education,
Robert Proper,1975,"UNTITLED ""EAT""",education,
Scott Kahn,1975,FAREWELL,education,
Adria Mortellito,1976,LIFE- LIBERTY-AND THE PURSUIT OF HAPPINESS,education,
Al Mcbride,1976,THE PURSUIT OF HAPPINESS,education,
Albert Goodspeed,1976,FREEDOM FROM FEAR OF ILLNESS,education,
Alton Tobey,1976,FREEDOM TO INVENT,education,
Alton Tobey,1976,THE BEGINNING AND THE END OF THE BEGINNING,education,
Angelo Grado,1976,MORTON STONE,education,
Anita Toney,1976,THE AMERICAN SCENE 1976,education,
Beta Porter,1976,FREEDOM UNDER THE CONSTITUTION,education,
Buell Mullen,1976,FREEDOM OF THE FUTURE IN SPACE,education,
Buell Mullen,1976,LANDING ON THE MOON,education,
Charles Baskerville,1976,ODE TO AUDUBON GREAT AMERICAN NATURALIST,education,
Charles Baskerville,1976,"ODE TO AUDOBON, GREAT AMERICAN NATURALIST",education,
Cliff(Ord) Young,1976,FREEDOM OF RELIGION,education,
David Holleman,1976,"""ASTRONOMY""",education,
David Holleman,1976,"""THE LIVELY ARTS""",education,
Domenico Facci,1976,BUST OF PABLO CASSALS,education,
Donna Standerwick,1976,TRANSFER OF ALASKA,education,
Ed Wilson,1976,MIDDLE PASSAGE,education,
Edward De Voe,1976,FREEDOM OF LIBERTY,education,
Eldzier Cortor,1976,"DANCE, MUSIC, ART",education,
Elizabeth Case,1976,WOMEN'S RIGHTS IN THE UNITED STATES OF AMERICA,education,
Elizabeth Case,1976,WOMENS RIGHTS IN THE UNITED STATES OF AMERICA,education,
Evelyn Page,1976,TRIUMPH AND TRAGEDY,education,
Fay Moore,1976,FREEDOM TO COMPETE,education,
Nantandy,1976,A HISTORY OF SOUTHERN CALIFORNIA (IN COLOR),education,
Howard Conant,1976,LANDSCAPE IN BROWNS,education,
Howard Conant,1976,HOMAGE A RILKE,education,
Howard Conant,1976,ARIZONA LANDSCAPE 1,education,
Howard Conant,1976,MAYAN MOTIF,education,
Ibby Bente,1976,AMERICA - THE LAND OF FREEDOM,education,
Ingo Swann,1976,THE GIFT OF FREEDOM,education,
Istvan Vigh,1976,"REFLECTION ON CURRENT HISTORY OF AMERICA HUNGARY, RUMANIA & NEW YORK",education,
Jacques Maloubier,1976,FREEDOM TO LOVE THE BEAUTY OF THE EARTH,education,
James Penney,1976,THE LIGHT OF LIBERTY,education,
James Sulkowski,1976,PITTSBURGH GATEWAY TO THE WEST,education,
Joe Lowe,1976,"LEONARD J. HARRISON, PRINCIPAL",education,
John Lefkow,1976,GROWTH,education,
Kathleen Bruskin,1976,THE IMMIGRANTS,education,
Paul Ortlip,1976,THE BATTLE OF THE HUDSON RIVER,education,
Robert Archer,1976,SIR WILLIAM JOHNSON AND THE MOHAWK INDIANS,education,
Robert Harding,1976,"""LINCOLN AT GETTYSBURG"", ""PIONEERS PLANTING..."",""WASHINGTON PRAYING AT VALLY...""",education,
Roy Shifrin,1976,ASTRONAUT,education,
Siegfried Reinhardt,1976,FLIGHT- AN AMERICAN TRIUMPH,education,
Walter Hood,1976,FREEDOM FROM WANT,education,
William Fausett,1976,FREEDOM TO LOVE THE EARTH,education,
Bill Taggart,1977,YELLOW SHUNT,education,
David Holleman,1977,"""THE VISUAL ARTS""",education,
David Holleman,1977,"""SPORTS AND GAMES""",education,
Pete Ellenshaw,1977,TALL SHIPS,education,
Romare Bearden,1977,DAILY ACTIVITIES IN THE NEIGHBORHOOD,education,
Amy Jones,1978,AMERICAN FALLS,education,
Amy Jones,1978,RIVER IN MAINE,education,
Clendon Pole,1978,INTERGALACTIC JOURNEY,education,
Comer Jennings,1978,CHAMBERED NAUTILUS,education,
Elemer Polony,1978,"""ABSTRACT FORMS IN SPACE""",education,
Harriet Hyams,1978,"""WORK TOOLS""",education,
John Terken,1978,"""POTTERY""",education,
Steve Poleskie,1978,AEROBATIC SKY ART PROJECT FOR SUNY PURCHASE,education,
Susan Shatter,1978,VIEW OF BROOKLYN,education,
Bob Chaplin,1979,HIGH TIDE-LOW TIDE-BEACHY HEAD,education,
Charles Gaines,1980,COLOR REGRESSION # 1 #2  #3,education,
Eric Bransby,1980,WESTWARD EXPANSION SETTLEMENT OF THE PLAINS,education,
Ernest Trova,1980,PROFILE CANTO XI,education,
Golda Lewis,1980,BLACK AND SILVER MOUNTAIN,education,
Jack White,1980,"""UNTITLED, ABSTRACT""",education,
Joseph Sulkowski,1980,THE BATTLE OF GETTYSBURG,education,
Mary Neumuth,1980,BLANK LANE # 2,education,
Mary Neumuth,1980,JESSUPS NECK # 2,education,
Amy Jones,1981,CHRISTIANSTED,education,
Harry Koursaros,1981,SOIL,education,
Jack Roth,1981,SPRING 2,education,
Lucinda Luvaas,1981,THE LOUIS ARMSTRONG MURAL,education,
Masaaki Noda,1981,AMONG THE MOMENTS,education,
Samuel Evans,1981,NANTUCKET LIGHTSHIP,education,
Christopher Jones,1982,VISITATION,education,
Christopher Jones,1982,PAUMANOK,education,
David Freed,1982,"CRUEL APRIL #1, CRUEL APRIL #2",education,
Gregory Perillo,1982,BLUE SPRUCE (NAVAJO),education,
Judy Primoff,1982,HOUSE ON THE CLIFF,education,
Knox Martin,1982,JOHN WAYNE,education,
Masaaki Noda,1982,PASSAGE,education,
Michael Dicerbo,1982,NIGHT TIDE,education,
Phil Greenwood,1982,PINEWATER,education,
Ralph Hilton,1982,TIGHTROPE WALKER AND HIS AUDIENCE,education,
William Barrett,1982,"""HARI IV """,education,
William Nichols,1982,EDGE ALONG MEGNON CREEK,education,
Anne Arnold,1983,BOB'S TRAILER,education,
Charles Keller,1983,THE BOUDOIR,education,
Jerre Vanderhoef,1983,GULLS,education,
Joanne Bleach,1983,MAGIC KINGDOM,education,
Lorie Novak,1983,"1. ""MEMORY""  2. ""THE BARBEQUE""  3. ""MY MOTHER""  4. ""FRAGMENTS""",education,
Paul Mordetsky,1983,RED BARN,education,
Pino Finnochiaro,1983,COLLINA,education,
Reuben Nakian,1983,LEDA AND THE SWAN,education,
S Schneider,1983,"""ENCORE 1"" & ""ENCORE 2""",education,
Sharon Russel,1983,RED LANSCAPE,education,
Susan Joelson,1983,SPACE,education,
William King,1983,SCHOOL,education,
Cyn Mc Clean,1984,NANTUCKET,education,
D Cady,1984,SHOSHONE CANYON,education,
Elton Fax,1984,"""LOUIS ARMSTRONG""",education,
Geer Morton,1984,WATER GLASS QUARTET,education,
Gregory Gillespie,1984,SELF PORTRAIT,education,
Israel Bernbaum,1984,"""WE WILL BE OUR BROTHERS KEEPER""",education,
Jane Schoenfeld,1984,STILL LIFE WITH PHONE,education,
Leon Golub,1984,THE BRANK,education,
Lester Johnson,1984,GOLD SERIES 3,education,
Philip Tarlow,1984,GRAND CENTRAL REFLECTION,education,
Seong Moy,1984,TIMELESS SPIRIT,education,
Stephanie Canizares,1984,COUNTRY LANDSCAPE,education,
Ami Shamir,1985,ENVIRONMENTAL SCULPTURE,education,
Anne Arnold,1985,THANKSGIVING (EMPIRE STATE),education,
Charles Luce,1985,AIM AT THE ( L)EDGE,education,
Hank Lavethol,1985,TIDEWATER,education,
John Maxon,1985,COAST LINE,education,
Larry D'Amico,1985,THE GATE,education,
Mark Sadan,1985,CLEARWATER SAILING THE HUDSON,education,
Mark Sadan,1985,"1) ""HUDSON RIVER REVIVAL""  2) ""THE CLEARWATER SAILING""",education,
Paul Rickert,1985,19TH CENTURY FARMHOUSE,education,
Pietro Finelli,1985,STORIE LOMBARDE,education,
Rebecca Raubacher,1985,THERE IS NO TURNING BACK,education,
Roger Hownigan,1985,CONSERVATORY I,education,
Rosemary La Colla,1985,CYCLING,education,
Stephanie Canizares,1985,BARN IN SUMMER,education,
Susan Kaprov,1985,POINT OF YOUTH,education,
Aida Uhedon,1986,SWING IT,education,
Charles Luce,1986,TIMEPIECE,education,
Creighton Michaels,1986,LUFTSCHIFF (3),education,
Donna Dennis,1986,VIEWS OF WASHINGTON MARKET THROUGH THE ...,education,
Florrie Gotlib,1986,? OF IN THE BEGINING,education,
Frances Valesco,1986,DANCING LIGHTLY,education,
Jim Napierala,1986,DESTINY ROSE,education,
Judy Pfaff,1986,SQUASH,education,
Laurent Veuve,1986,NY NO. 131,education,
Laurent Veuve,1986,NY NO. 7,education,
Lorenzo Bonechi,1986,CONVERSAZIONE,education,
Lorenzo Bonechi,1986,"CARTELLA CONVERSATIONE, CARTELLA GIOCO DELLA PALLA, CARTELLA SAN FRANCISCO",education,
Margalit Mannor,1986,"UNTITLED (#'S 108, 122, 124, 128, 132, 160)",education,
Marisol Escobar,1986,CREATIVITY,education,
Michelle Harvey,1986,FIELD AND STREAM,education,
Pietro Finelli,1986,HABANA,education,
Pietro Finelli,1986,SENZO TITOLO,education,
Pietro Finelli,1986,VIAGGIATORE INCANTO,education,
Ray Kass,1986,CLINTON DISTRICT NYC,education,
Robert Adzema,1986,WINGED SHADOWS,education,
Susan Hambleton,1986,DESERT MOVE II,education,
Adam Bartos,1987,JAIPUR MOTORCYCLE,education,
Carol Field,1987,6 PIECES - SEE COMMENTS FOR TITLES,education,
Kinrod,1987,"""DR. RONALD E. MCNAIR""",education,
Geer Morton,1987,HOUSES OF WEST POINT,education,
Herbert Pinkney,1987,JONAH/AHAB,education,
Herbert Pinkney,1987,"""PORTAGE""",education,
Jeff Joyce,1987,ARDEN,education,
Jim Napierala,1987,"ABSTRACTION A, B , AND C",education,
Joan Cohen,1987,HONG KONG SKYLINE,education,
Kevin Sloan,1987,MY PRECIOUS PLANET,education,
Kong Baiji,1987,"TWO BEAUTIES, 1 AND 2",education,
Marjorie Moore,1987,TAILORED TAILS #1,education,
Marjorie Moore,1987,TAILORED TAILS #3,education,
Nelson Felix,1987,BUS,education,
Nelson Felix,1987,AVOROL,education,
Nelson Felix,1987,POETA PARADO,education,
Scott Pfaffman,1987,HIGH ART,education,
Stanley Meltzoff,1987,BLUE FIN POPPING BABY PORCUPINE PUFFERS,education,
Stanley Meltzoff,1987,BLACK MARLIN AND WAHOO,education,
Stanley Meltzoff,1987,SAILFISH #22,education,
Susan Gardner,1987,ANIMAL PARTY,education,yes
Susan Hall,1987,DAY'S END,education,
Tom James,1987,THE BEACON,education,
William Nichols,1987,MEGNON CREEK-MID SUMMER,education,
David Dunlop,1988,BLUE RESERVOIR,education,
David Dunlop,1988,BLUE RESERVOIR II,education,
David Dunlop,1988,"CONNECTICUT MILL POND I, CONNECTICUT MILL POND II",education,
David Dunlop,1988,POOLED IN A LEAF,education,
David Dunlop,1988,OCTOBER CREEK,education,
Donna Dennis,1988,DREAMING OF FAR AWAY PLACES:  THE SHIPS COME TO WASHINGTON MARKET,education,
Evergon,1988,MOTHER AND CHILDREN,education,
Evergon,1988,"ALLEGORY ITALY, GERMANY",education,
Nolan Scenery Studios,1988,"""CROWD DESCENDING BOARDWALK""",education,
Frances Sarason,1988,"""BAYARD RUSTIN""",education,
Freddy Rodriguez,1988,ROMAN GOD JANUS LOOKING TOWARD THE PAST AND FUTURE,education,
Geer Morton,1988,PEAR AND PLATE,education,
Geer Morton,1988,CAMILLIA STILL LIFE,education,
Geer Morton,1988,STUDY OF JACOB VAN RUISDALE,education,
Geer Morton,1988,BOWL ON TABLE,education,
Geer Morton,1988,COFFEE CAN STUDY,education,
John Stobert,1988,GEORGETOWN MOONLIGHT ON THE POTOMAC RIVER,education,
Matthew O' Donnell,1988,ELECTRIC BOAT,education,
Max Feldman,1988,THE NEW YORK STOCK EXCHANGE,education,
Patrick Antonelle,1988,"THE SAN REMO, CENTRAL PARK",education,
Perry Hoberman,1988,CORPORATE ENTITY #1,education,
Robert Ferrandini,1988,IN HER WAKE,education,
Roger Hownigan,1988,THE PAVILION III,education,
Samuel Evans,1988,TRAWLER ZELDA,education,
Tim Rollins,1988,"AMERIKA-- FOR THE PEOPLE OF BATHGATE, 1988",education,
Donna Levinstone,1989,UPSTATE MORNING,education,
Eastman Johnson,1989,LAKE NEAR 59TH STREET,education,
Jack Stewart,1989,"""CORRIDOR MURAL FOR PS 28 NYC- COLOR PHOTOCOPY PRINT""",education,
Jack Stewart,1989,"""MOSAIC MURAL, THE NORTH WAL, PS 28 NYC""",education,
Marjorie Moore,1989,SLEETED HILL,education,
Michael Scott,1989,BEAVER PLATEAU,education,
Rebecca Conviser,1989,UNTITLED (CITY LIGHTS II ),education,
Ross Lewis,1989,PARALLEL MOTION,education,
David Bierk,1990,AFTER RYDER: MOONLIGHT MARINE . . . SEE NOTES,education,
David Bierk,1990,AFTER MONET . . . SEE NOTES,education,
David Bierk,1990,AFTER RYDER CONSTANCE,education,
Chetan,1990,TREASURE OF INDIA,education,
Gregory Frux,1990,DAY & NIGHT,education,
Mary Ann Unger,1990,SHEAVES,education,
Michelle Stuart,1990,TABULA,education,yes
Robert Ferrandini,1990,BLACK GOLD,education,
Tom Otterness,1990,FROG AND BEE,education,
Burnis Day,1991,"""BUILDING A NATION""",education,
Daniel Rosenbaum,1991,WONDROUS WINDOWS,education,
Gregory Frux,1991,TWELVE MONTHS,education,
Jo Ann Acey,1991,SHAPE BY SHAPE: BUILDING ART TOGETHER,education,
Lynn Margileth,1991,MAGIC SEEDS,education,
Manuel Vega,1991,FREEDOM,education,
Valerie Hammond,1991,ANIMALS WE LOVE,education,
Bill & Mary Buchen,1992,SOUND PLAYGROUND,education,
Elizabeth Grajales,1992,WHO ELSE SHARES OUR WORLD,education,yes
Jones And Ginzel,1992,MNEMONICS,education,
Golda Lewis,1992,"MEGALITH IN MARIAGER FJORD, DENMARK",education,
Golda Lewis,1992,"DOLLOMITE, JUTLAND, DENMARK",education,
Merle Steir,1992,LOOKING LESSON,education,
Noel Copeland,1992,JHS 56,education,
Olivia Beens,1992,THE ENVIRONMENT,education,
Robert Rivera,1992,OPEN VOYAGE,education,
Robin Holder,1992,CAMINO DE ANIMALES,education,yes
Wopo Holup,1992,RUNAWAY RAINBOW,education,yes
Alfredo Ceibal,1993,MODEL FOR FLIGHT,education,
Alice Adams,1993,AFRICAN GARDEN,education,yes
Ed Rath,1993,THE GREAT STRUGGLE (STUDY),education,
Gregg Lefevre,1993,THE BRONX,education,yes
Nancy Dwyer,1993,MULTIPLE CHOICE,education,yes
Nancy Dwyer,1993,HALLWAY HIGHWAY,education,yes
Nitza Tufino,1993,FEATHER EXPLOSION,education,yes
Peter Gourfain,1993,"FREEDOM MARCH, 1965",education,
Peter Gourfain,1993,MAQUETTE FOR BRONZE SCULPTURE,education,
Robert Adzema,1993,PORT RICHMOND HIGH SCHOOL SUNDIAL,education,yes
Steve Wood,1993,"EAST OF THE SUN, WEST OF THE MOON",education,yes
Steve Wood,1993,MODEL FOR EXTERIOR RELIEFS,education,
Steve Wood,1993,STUDY FOR TERRA COTTA RELIEF 1 OF 15,education,
Steve Wood,1993,STUDY FOR TERRA COTTA RELIEF 2 OF 15,education,
Theodora Skipitares,1993,IT'S IN YOUR HANDS,education,
Vicki Scuri,1993,THE BUTTERFLY GARDEN,education,yes
Andrea Arroyo,1994,HARMONY II,education,yes
Antonio Martorell,1994,"CHILDREN'S ALPHABET - THE LETTER ""Y""",education,
Barbara Cooper,1994,"SUBTERRANEAN HIP-HOP, FELIPE'S CARTOON",education,
Ben Schonzeit,1994,"STUDY FOR COMMON GROUND, MURAL AT PS 205K",education,
Beth Bailis,1994,OUR COMMUNITY THEN AND NOW,education,
Celia Munoz,1994,MIND GAMES,education,yes
Christina Schlesinger,1994,OLD EAST NEW YORK,education,
Claudia Demonte,1994,ANIMAL COUNT,education,yes
Clyde Lynds,1994,AD ASTRA PER ASPERA,education,yes
Douglas Hollis,1994,WEATHER PAVILION,education,yes
Emma Amos,1994,THE SKY'S THE LIMIT,education,yes
Faith Ringgold,1994,CROWN HEIGHTS CHILDREN'S HISTORY STORY QUILT,education,yes
Kate Lawless,1994,"YEMACAH TO JAMAICA, PAST, PRESENT, FUTURE",education,
Martin Wong,1994,MISS LIBERTY FACE,education,yes
Martin Wong,1994,MODEL FOR CEILING MURAL MISS LIBERTY FACE,education,
Martin Wong,1994,MISS LIBERTY FACE MAQUETTE,education,
Mo Bahc,1994,JUNCTION,education,yes
Pedro Silva,1994,CARIBBEAN SEA,education,yes
Peter Gourfain,1994,WE SHALL OVERCOME,education,yes
Roland Brooks,1994,W.E.B. DU BOIS,education,
Roland Brooks,1994,MARCUS GARVEY,education,
Roland Brooks,1994,SIMON BOLIVAR,education,
Roland Brooks,1994,WINNIE MANDELA,education,
Roland Brooks,1994,GABRIEL MARQUEZ GARCIA,education,
Roland Brooks,1994,RICHARD WRIGHT,education,
Roland Brooks,1994,CORETTA SCOTT KING,education,
Roland Brooks,1994,ANDREW YOUNG,education,
Roland Brooks,1994,THURGOOD MARSHALL,education,
Roland Brooks,1994,HARRIET TUBMAN,education,
