artist,date,title,source
NULL NULL,1920,Egbertville World War Memorial,public
NULL NULL,1920,Fort Hamilton War Memorial,public
NULL NULL,1920,Hero Park Memorial Plaque,public
NULL NULL,1920,Hero Park World War Honor Roll Plaque,public
NULL NULL,1920,Hollis World War Memorial,public
Anton Schaaf,1920,Ridgewood Memorial,public
NULL NULL,1920,Sgt. Charles W. Heisser,public
Albert Weinert,1920,Staten Island War Memorial,public
NULL NULL,1920,Washington Square Memorial Flagstaff,public
George Frampton,1920,William T. Stead Memorial,public
Philip Martiny,1921,Abingdon Square Doughboy,public
James Walsh,1921,Baisley Pond Park Memorial,public
NULL NULL,1921,Blazed and Willowbrook Roads Tablet,public
Philip Martiny,1921,Chelsea Park Memorial,public
Ettore Ximenes,1921,Dante Alighieri,public
Anton Schaaf,1921,Glendale War Memorial,public
Anthony Grande,1921,Kissena Park World War I Monument,public
Albert Weinert,1921,Liberty Flagstaff,public
Harriet Frishmuth,1937,The Roses of Yesterday,public
NULL NULL,1921,McNally Plaza Memorial,public
Augustus Lukeman,1921,Prospect Park War Memorial,public
NULL NULL,1921,Rose and Crown Tavern Marker,public
James Novelli,1921,Saratoga Park Memorial,public
Daniel French,1923,Alfred Tredway White Memorial,public
Frederick Ruckstull,1922,Dongan Oak Marker,public
Frederick Ruckstull,1922,Dongan Oak Marker,public
Burt Johnson,1923,Woodside Doughboy,public
Charles Keck,1922,Sixty First District Memorial,public
Gertrude Whitney,1922,Washington Heights-Inwood War Memorial,public
Carl Heber,1923,Greenpoint War Memorial,public
NULL NULL,1923,Highbridge World War I Memorial,public
H. Adler,1923,Morris Park World War Memorial,public
George Brewster,1923,Pleasant Plains Memorial,public
NULL NULL,1923,Randolph St. George Walker Jr.,public
Charles Stoughton,1923,Seventh Draft Board,public
Pietro Montana,1924,Dawn of Glory,public
Paul Bartlett,1924,Eternal Light Flagstaff,public
John Boyd,1924,Unionport Memorial,public
NULL NULL,1924,Walloon Settlers Memorial,public
NULL NULL,1925,307th Infantry Memorial Grove,public
Frederick Roth,1925,Balto,public
Jerome Connor,1925,Bronx Victory Memorial,public
NULL NULL,1925,Charles and Murray Gordon,public
Herman MacNeil,1925,Flushing Memorial,public
Adolph Weinman,1934,The Song of Achievement,public
Albert Winert,1925,Fort Stirling Marker,public
NULL NULL,1925,Hennessy Park World War I Flagstaff,public
Paul Cabaret,1925,Lieutenant Colonel Isaac Barre,public
NULL NULL,1925,Richmond Hill Flagstaff,public
Joseph Pollia,1925,Richmond Hill War Memorial,public
NULL NULL,1925,The Watering Place,public
James Fraser,1925,Theodore Roosevelt,public
NULL NULL,1926,Frank L. Dowling,public
NULL NULL,1926,General Kazimierz Pulaski,public
John Oakman,1925,Westchester Square Memorial,public
NULL NULL,1925,Woodlawn Heights War Memorial,public
Charles Rumsey,1925,Zion Park War Memorial,public
Gaetano Cecere,1926,Astoria Park War Memorial,public
Bessie Potter Vonnoh,1936,Burnett Memorial Fountain,public
Attilio Piccirilli,1926,Christopher Columbus,public
Georg Lober,1926,City Employees War Memorial,public
Konstantinos Dimitriadis,1926,Discus Thrower,public
NULL NULL,1926,Frank J. Goodwin,public
Anthony de Francisci,1930,Independence Flagstaff,public
Adolph Weinman,1928,John Purroy Mitchel,public
H.A. Van den Eyden,1926,Netherland Monument,public
Karl Illava,1927,One Hundred Seventh Infantry Memorial,public
William Partridge,1926,Samuel J. Tilden,public
NULL NULL,1926,Van Nest Memorial,public
Adolph Weinman,1926,William Jay Gaynor Memorial,public
James Novelli,1926,Winfield Memorial,public
James Novelli,1928,Clason Point World War I Memorial,public
Burt Johnson,1929,Clinton War Memorial,public
NULL NULL,1927,Firemen's Horse Memorial,public
János Horvay,1928,Louis Kossuth Monument,public
Joseph Pollia,1927,Rockaway Veterans Memorial,public
Edmond Quinn,1927,Victor Herbert,public
John Van Pelt,1928,Andrew Haswell Green,public
Charles Hafner,1975,Peter Pan,public
NULL NULL,1928,S. Rankin Drew,public
NULL NULL,1929,Battle Pass Historic Marker,public
NULL NULL,1929,Brookland Ferry Landing,public
Adolph Weinman,1934,Spirit of Progress,public
NULL NULL,1929,Corporal George J. Wellbrock Memorial,public
NULL NULL,1929,Four Chimneys,public
C. Weimer,1929,Gertie A. Gorman Memorial,public
Anthony Grande,1929,Upland Park Memorial,public
NULL NULL,1930,College Point War Memorial,public
Isabel Kimball,1930,Jenkins Fountain,public
Romeo Frassanito,1930,Joseph A. Guider,public
NULL NULL,1930,Laurel Hill Flagstaff,public
NULL NULL,1930,Sullivan's Attack,public
L.N. Anderson,1930,William E. Kelly,public
Eugene Savage,1932,Bailey Fountain,public
NULL NULL,1931,Dover Patrol Monument,public
NULL NULL,1931,Maspeth Memorial,public
NULL NULL,1931,"Riverdale, Spuytenduyvil, Kingsbridge Memorial Bell Tower",public
NULL NULL,1931,Sergeant Joyce Kilmer,public
Louis Saint-Lanne,1932,American Boy,public
Allen Newman,1932,Daniel D. Tompkins,public
Edward Sanford,1934,Genius of Administration,public
NULL NULL,1932,Isham Park Benches,public
Karl Fischer,1932,Johann Wolfgang Von Goethe,public
Joseph Kiselewski,1934,"Loyalty, Valor and Sacrifice",public
Edward Sanford,1934,Triumph of Government,public
George Snowden,1934,Triumph of Justice,public
Joseph Kiselewski,1934,"Victory, Peace and Love of County",public
Paul Manship,1932,Waldo Hutchins Memorial,public
NULL NULL,1932,Washington Kill Von Kull Monument,public
NULL NULL,1932,Wilbur E. Colyer Square,public
Charles Keck,1934,Bronx County Building Frieze (30 panels),public
Belle Kinney,1933,Bronx Victory Memorial,public
NULL NULL,1933,Captain Roald Amundsen Plaque,public
NULL NULL,1933,Private Michael J. Lynch,public
NULL NULL,1934,Corporal Louis Zimmerman,public
NULL NULL,1934,Corporal William Leonard Square,public
Jo Davidson,1957,Fiorello H. La Guardia,public
NULL NULL,1934,General George Washington Tablet,public
Frederic De Henwood,1934,Gerald MacDonald,public
NULL NULL,1934,Marie Sklodowska Curie,public
Paul Manship,1934,Paul Rainey Memorial Gate,public
Frederick Roth,1935,African Antelopes,public
NULL NULL,1935,Alben Square Flagstaff,public
Frederick Roth,1935,American Antelopes,public
Frederick Roth,1935,Baboon and Mandrill,public
NULL NULL,1935,Bayside Civil War Boulder,public
Carl Mose,1935,Caribou,public
Frederick Roth,1935,"Cheetah, Leopard and Puma",public
Frederick Roth,1935,Chimpanzee,public
Frederick Roth,1935,Cockatoos and Ara,public
Emil Siebern,1935,Cormorants,public
Frederick Roth,1935,Deer,public
Emil Siebern,1935,Eagles and Vultures,public
NULL NULL,1935,Flushing World War Memorial,public
NULL NULL,1935,Fort Tryon Park Tablet,public
Frederick Roth,1935,Gorilla,public
NULL NULL,1935,Jane Addams,public
Frederick Roth,1935,Lions,public
Frederick Roth,1935,Macaque and Orang-outang,public
J. Walter,1935,Marabou,public
Frederick Roth,1935,Mowgli and Friends Attack the Monkey City,public
William Diederich,1935,Mowgli is Carried by the Monkeys,public
William Diederich,1935,Mowgli Learns the Law of the Jungle,public
William Diederich,1935,Mowgli Protected from the Tiger by the Wolves,public
William Diederich,1935,Mowgli Removes a Thorn from a Wolf's Paw,public
Frederick Roth,1935,Mowgli Rides the Bull Against the Tiger,public
Frederick Roth,1935,Mowgli Singes the Tiger,public
William Diederich,1935,Mowgli Skins the Tiger,public
J. Walter,1935,Penguins,public
Frederick Roth,1935,Ponies,public
Emil Siebern,1935,Pursuit,public
Frederick Roth,1935,Rhesus and Ring-Tailed Lemurs,public
Charles Keck,1935,Right Reverend Monsignor John P. Chidwick,public
Frederick Roth,1935,Rocky Mountain Goats,public
Frederick Roth,1935,Rocky Mountain Sheep,public
William Diederich,1935,Sambur Attacked by Wolves,public
NULL NULL,1935,Sundial,public
Frederick Roth,1935,Swans,public
Emil Siebern,1935,The Waterhole in the Jungle,public
Frederick Roth,1935,Tigers,public
Frederick Roth,1935,Turkeys,public
Frederick Roth,1935,Wolf and Lynxes,public
Frederick Roth,1936,Amphibian,public
NULL NULL,1936,Augustus Heckscher Gate Posts,public
Frederick Roth,1936,Beach and Sea Lion,public
NULL NULL,1936,Captain George H. Tilly,public
NULL NULL,1936,Charles B. Stover,public
NULL NULL,1936,Ephraim Elmer Ellsworth,public
Frederick Roth,1936,Flying Fish,public
Joseph Pollia,1936,General Philip Henry Sheridan,public
Frederick Roth,1936,Ibis Totem,public
Frederick Roth,1936,Jelly Fish,public
Frederick Roth,1936,Life Saver,public
NULL NULL,1937,Columbus Square Tablet,public
Frederick Roth,1936,Loeb Memorial Fountain,public
Frederick Roth,1936,Medusa,public
Frederick Roth,1936,Migrating Birds,public
NULL NULL,1936,Murray Hill War Memorial,public
Frederick Roth,1936,Old Man River,public
Frederick Roth,1936,Poor Fish,public
NULL NULL,1936,Reinhard E. Kaltenmeier,public
Frederick Roth,1936,Sand Fleas,public
Frederick Roth,1936,Scorpions,public
Frederick Roth,1936,Speeder,public
Frederick Roth,1936,Sport Fish,public
Frederick Roth,1936,Wild Geese,public
NULL NULL,1937,Adoption of the Constitution,public
NULL NULL,1937,Capt. Malcolm A. Rafferty,public
Frederick Roth,1937,Dancing Bear,public
Frederick Roth,1937,Dancing Goat,public
Charles Keck,1937,Father Francis P. Duffy,public
NULL NULL,1937,Mary Harriman Rumsey,public
Victor Frisch,1938,Snow Babies,public
NULL NULL,1937,V.F.W. Post 4658 World War II Memorial Plaque,public
NULL NULL,1938,Bowling Green Marker,public
NULL NULL,1938,Catholic War Veterans Memorial,public
Karl Gruppe,1938,Henry Hudson Memorial,public
NULL NULL,1938,Joseph H. Lyons Plaque,public
Antonio de Filippo,1938,Monitor Memorial,public
Frederick Roth,1938,Mother Goose,public
NULL NULL,1938,Orchard Beach Flagstaff,public
Gertrude Whitney,1941,Peter Stuyvesant,public
NULL NULL,1938,Schmul Memorial,public
NULL NULL,1938,William White Niles Flagstaff,public
Richmond Barthe,1939,Arthur Brisbane Monument,public
NULL NULL,1939,General Horace Porter,public
NULL NULL,1939,Grant's Tomb Flagstaff,public
NULL NULL,1939,Highest Natural Point in Manhattan,public
Stanislaw Ostrowski,1945,King Wladyslaw Jagiello,public
August Werner,1939,Leiv Eiriksson,public
NULL NULL,1939,Major General Frederick D. Grant,public
NULL NULL,1939,New York State Marine Amphitheater Bas-Reliefs,public
NULL NULL,1939,Pratt and White Memorial,public
NULL NULL,1939,Private Walter B. Robertson,public
NULL NULL,1939,Red Hook Stadium Reliefs,public
NULL NULL,1939,Richard S. Newcombe,public
NULL NULL,1940,Bill Brown Post Memorial,public
Thomas Jones,1941,Brooklyn Public Library Gates,public
NULL NULL,1940,Henry Hudson Memorial Park Plaque,public
James Fraser,1940,Theodore Roosevelt,public
NULL NULL,1941,American Legion Flagstaff,public
NULL NULL,1941,Arthur Cunningham Flagstaff,public
NULL NULL,1941,Captain George H. Tilly,public
Angelo Racioppi,1941,Christopher Columbus,public
NULL NULL,1941,Eagles,public
NULL NULL,1942,Bayside Hills Memorial Flagstaff,public
NULL NULL,1942,East Side Post 868 American Legion Flagstaff,public
Oronzio Maldarelli,1942,Martin Birdbath,public
NULL NULL,1942,Milan R. Stefanik,public
NULL NULL,1943,Stein-Goldie Veterans Square,public
NULL NULL,1944,Bernard McCarthy World War II Memorial,public
NULL NULL,1944,Ukrainian-American Flagstaff,public
NULL NULL,1945,East Side Post 868 American Legion Flagstaff,public
A. Althoff,1945,Middle Village War Memorial,public
A. Beretta,1945,Sundial,public
NULL NULL,1946,Father Demo Square Memorial Flagpole,public
Paul Manship,1950,Governor Alfred E. Smith Flagstaff,public
Charles Keck,1950,Governor Alfred E. Smith Memorial,public
NULL NULL,1946,Metropolitan Life Insurance Company Memorial,public
NULL NULL,1947,American Memorial to Six Million Jews of Europe,public
Norman Thomas,1955,Coast Guard Memorial,public
NULL NULL,1947,Concord World War II Memorial,public
NULL NULL,1947,Liberty Avenue War Memorial,public
NULL NULL,1947,McCarren Park World War II Flagstaff,public
NULL NULL,1949,Sheila Kay Marks,public
Alexander Victor,1947,Navy Terrace,public
Alexander Victor,1947,Navy Walk,public
Walter Schott,1947,Untermyer Fountain,public
NULL NULL,1948,Belle Harbor Memorial Circle,public
NULL NULL,1948,Colonel David Marcus Memorial Playground Plaque,public
NULL NULL,1950,Marine Memorial,public
NULL NULL,1948,The Isaiah Wall,public
NULL NULL,1949,J. Otis Swift,public
NULL NULL,1949,Peter Chappetto Flagstaff,public
NULL NULL,1949,Queens Village-Bellerose Memorial,public
C. Paul Jennewein,1954,Eagle,public
NULL NULL,1949,Van Cortlandt Memorial Grove (39 tablets),public
NULL NULL,1950,Alfred J. Kennedy Memorial Flagstaff,public
NULL NULL,1950,Chaplains Memorial,public
Louis-Joseph Daumas,1951,General José de San Martín,public
NULL NULL,1950,Jamaica Estates,public
NULL NULL,1950,Private David W. Gentle,public
Charles Keck,1951,Brooklyn War Memorial,public
NULL NULL,1951,Cespino-Russo Post Plaque,public
NULL NULL,1951,Sergeant Edward R. Miller,public
NULL NULL,1952,Claremont Inn Marker,public
NULL NULL,1953,New Brighton War Memorial,public
NULL NULL,1952,Salvation Army Monument,public
Paul Manship,1953,William Church Osborn Gates,public
NULL NULL,1953,Annadale Memorial,public
NULL NULL,1953,Armed Forces Plaque,public
NULL NULL,1953,Emily Warren Roebling Memorial Tablet,public
NULL NULL,1953,Gus Stanley,public
Joseph Kiselewski,1953,Lower East Side War Memorial,public
NULL NULL,1954,Father Duffy D.S.C. Post 54 Flagstaffs (east),public
NULL NULL,1954,Father Duffy D.S.C. Post 54 Flagstaffs (west),public
A.S. Cianfarani,1954,Father Giorgio Memorial,public
NULL NULL,1954,Grand Street Boys War Tablet,public
NULL NULL,1954,Greenpoint World War II Memorial,public
José Lima,1955,José Bonifácio de Andrada e Silva,public
Carl Schmitz,1954,Joseph Pulitzer,public
NULL NULL,1954,Shorakkopoch Rock,public
Irwin Glusker,1968,The Rowers,public
J. Lorenzi,1955,Corporal Walter J. Fufidio Flagstaff,public
NULL NULL,1955,Emma Lazarus,public
Abram Belskie,1955,Jewish-American Tercentenary Flagstaff,public
NULL NULL,1955,Richard Saunders Scott,public
NULL NULL,1955,Robert Skirving Pirie,public
NULL NULL,1956,Frank S. Hackett,public
NULL NULL,1956,Genevieve Beavers Earle,public
Georg Lober,1956,Hans Christian Andersen,public
A. Beretta,1958,Irving and Estelle Levy Playground Gate,public
Bruno Mankowski,1957,Lithuanian Flyers Memorial,public
NULL NULL,1957,Overseas Service League Flagstaff,public
NULL NULL,1957,Robert R. Pellicane,public
NULL NULL,1958,Egbert Memorial,public
José de Creeft,1959,Alice in Wonderland,public
Joseph DiLorenzo,1959,Edward Robinson Squibb,public
Georg Lober,1959,George M. Cohan,public
Anna Huntington,1965,José Julián Martí,public
Georg Lober,1959,Senator Robert F. Wagner,public
NULL NULL,1960,Glover's Rock,public
NULL NULL,1960,Japanese Tori,public
NULL NULL,1960,Peter Caesar Alberti,public
Joseph Dilorenzo,1960,Theodor Herzl Memorial,public
NULL NULL,1961,Battle of Harlem Heights Marker,public
Albino Manca,1963,East Coast Memorial,public
NULL NULL,1961,Knights of Pythias Memorial,public
NULL NULL,1961,Robert F. Wagner,public
NULL NULL,1962,Carmine Liotti and Lloyd Ikefugi,public
NULL NULL,1962,Kimlau War Memorial,public
NULL NULL,1962,"Richard C. Patterson, Jr.",public
Ivan Mestrovic,1997,Antonin Dvorak,public
NULL NULL,1963,John F. Kennedy Memorial Tree marker,public
NULL NULL,1963,Wave Hill Landmarks Plaque,public
NULL NULL,1964,Bowling Green Fence Plaque,public
NULL NULL,1964,Charles Revson Fountain,public
Theodore Roszak,1964,Forms in Transit,public
José De Rivera,1964,Free Form,public
Marshall Fredericks,1964,Freedom of the Human Spirit,public
NULL NULL,1965,Susan E. Wagner,public
Albino Manca,2004,John N. LaCorte,public
A. Beretta,1964,Joseph J. Lynch and Ferdinand A. Socho Memorial,public
Donald De Lue,1964,Rocket Thrower,public
Gilmore Clarke,1964,Unisphere and Fountain,public
NULL NULL,1964,Unisphere Tablets (4),public
Albino Manca,1964,Verrazzano Memorial Flagstaff,public
NULL NULL,1965,Bartel-Pritchard Circle War Memorial,public
Andrea Spadini,1965,Delacorte Clock,public
NULL NULL,1965,John Cashmore Marker,public
Neil Estern,1965,John F. Kennedy Memorial,public
NULL NULL,1965,World's Fair Time Capsule Marker,public
NULL NULL,1966,Neumann-Goldman,public
Tony Rosenthal,1967,Alamo,public
Donald De Lue,1967,George Washington as Master Mason,public
Natan Rapoport,1987,Job,public
NULL NULL,1964,Vatican Memorial Exedra,public
Jack Kipnis,1968,Father Kehoe Square Memorial,public
Albino Manca,1968,Gates of Life,public
NULL NULL,1968,Michael J. Leonard Memorial Plaza,public
NULL NULL,1968,Oscar Comras Mall,public
NULL NULL,1968,Reverend Matthew J. Crosson,public
NULL NULL,1969,Louie Stern Memorial,public
NULL NULL,1970,Coffey Square,public
NULL NULL,1970,Lilac Walk marker,public
NULL NULL,1971,Argonne-Marine Memorial Oval Marker,public
Albert Stewart,1971,Armillary Sphere,public
Robert Pugh,1971,Frederick Johnson Memorial,public
Anneta Duveen,1972,Robert F. Kennedy Memorial,public
Antoni Milkowski,1971,Skagerrak,public
NULL NULL,1971,Wave Hill National Parks Service Tablet,public
Roger Bolomey,1973,Wingdale,public
Thea Tewi,1990,Cactus Couple,public
NULL NULL,1971,Woodside Memorial,public
Pietro Tacca,1972,Boar,public
NULL NULL,1972,Freedom Tree Marker,public
Louise Nevelson,1973,Night Presence IV,public
Algernon Miller,1972,Tree of Hope III,public
NULL NULL,1972,Weeping Beech Tree Landmark Plaque,public
Daniel French,1973,Admiral George Dewey,public
NULL NULL,1973,Arthur Ross Pinetum marker,public
Dolly Perutz,1991,Bird Flying Machine,public
Eduardo Villamizar,1973,Columnade,public
William Tarr,1973,Dr. Martin Luther King Jr. Memorial,public
NULL NULL,1973,Freedom Tree Marker,public
Luis Sanguino,1983,The Immigrants,public
Milton Hebald,1973,The Tempest (Prospero and Miranda),public
S. Hemming,1973,Washington A. Roebling Memorial,public
Terry Fugate-Wilcox,1974,3000 A.D. Diffusion Piece,public
Tony Rosenthal,1974,5 in 1,public
NULL NULL,1974,Debs Myers Memorial,public
NULL NULL,1974,Monsignor Joseph A. McCaffrey,public
NULL NULL,1974,Monsignor Joseph A. McCaffrey,public
NULL NULL,1975,Frank J. McManus,public
NULL NULL,1975,Gene Farmer,public
NULL NULL,1975,Rockaway Veterans Memorial Tree Markers,public
Amy Davidson,1985,Frank D. Paulo,public
Liu Shih,1976,Confucius,public
NULL NULL,1976,Father Capodanno Memorial,public
Richard Hunt,1976,Harlem Hybrid,public
NULL NULL,1976,Haym Salomon,public
NULL NULL,1976,Jerusalem Grove Marker,public
NULL NULL,1976,Joseph Lisa,public
NULL NULL,1976,Sunnyside Memorial,public
NULL NULL,1977,Baker Monument,public
Anneta Duveen,1977,Cornelius Heeney,public
NULL NULL,1977,Netanyahu Memorial,public
Louise Nevelson,1978,Shadows and Flags,public
Seena Donneson,1980,Icon II,public
Nicola Arrighini,1978,Juan Pablo Duarte,public
Milton Hebald,1978,Romeo and Juliet,public
Douglas Abdell,1979,Eaphae-Aekyad #2,public
Douglas Abdell,1979,Kryeti-Aekyad #2,public
Rafael Ferrer,1979,Puerto Rican Sun,public
Milton Hebald,1980,Richard Tucker,public
Chaim Gross,1992,The Family,public
George Segal,1992,Gay Liberation,public
NULL NULL,1980,John Paul Jones Memorial Flagstaff,public
Daniel LaRue Johnson,1980,Peace Form One,public
NULL NULL,1980,William F. Moore Memorial,public
NULL NULL,1981,Civil Engineers Plaque,public
NULL NULL,1981,Phillip Mazzei Flagstaff,public
Ann Evans,1981,Rockaway Mosaic,public
NULL NULL,1982,Francis Makemie,public
NULL NULL,1982,Margaret Corbin,public
Jorge Rodríguez,1985,Growth,public
NULL NULL,1982,Norwegian Veterans Monument,public
NULL NULL,1982,Raoul Wallenberg Marker,public
Robert Pugh,1982,Reverend Benjamin J. Lowry,public
NULL NULL,1983,Florence Gallagher,public
NULL NULL,1983,Gravesend Veterans Memorial,public
NULL NULL,1983,Ilse Metzger,public
NULL NULL,1983,Sheridan Square Viewing Garden Plaque,public
Todd Williams,1983,Untitled Stainless Steel Sculpture,public
Peter Chinni,1984,Face to Face,public
Ned Smyth,1984,Firefighting Mosaic,public
NULL NULL,1985,Imagine,public
Francoise Schein,1985,Subway Map Floating on a New York Sidewalk,public
William Fellows,1985,Vietnam Memorial,public
Keith Haring,1986,Crack Is Wack,public
Albert Benevento,1992,Frederick E. Samuel,public
Kantilal Patel,1986,Mohandas Gandhi,public
NULL NULL,1986,Pete McArdle,public
Keith Haring,1987,Carmine Street Pool Mural,public
José Luis Zorilla de San Martin,1987,General José Artigas,public
NULL NULL,1987,Line of Defense,public
David Saunders,1987,Seat,public
NULL NULL,1987,Sergeant Joseph E. Schaefer Memorial,public
Robert Adzema,1987,Winged Shadows,public
NULL NULL,1989,Antonio Meucci Memorial,public
NULL NULL,1989,Doris C. Freedman Plaza,public
Paul Manship,1990,Group of Bears,public
Richard Haas,1989,Immigration on the Lower East Side,public
Valerie Jaudon,1989,Reunion,public
Eileen Barry,1989,Rockaway Women Veterans Monument,public
Richard Haas,1989,The Judgment of Pao Kung,public
Richard Haas,1989,The Judgment of Solomon,public
NULL NULL,1991,Broad Channel Memorial Park Flagstaff,public
NULL NULL,1990,Bayard Rustin,public
Stanislaw Lutostanski,1990,Father Jerzy Popieluszko Monument,public
NULL NULL,1990,Garibaldi Marker,public
Harriet Feigenbaum,1990,Memorial to the Victims of the Injustice of the Holocaust,public
Stephen Antonakos,1990,Neon for the 59th Street Marine Transfer Station,public
Melvin Edwards,1995,Tomorrow's Wind,public
Marisol Escobar,1991,American Merchant Mariners Memorial,public
NULL NULL,1992,"Bill ""Bojangles"" Robinson Mural",public
NULL NULL,1991,Crime Victims Memorial,public
Jo Davidson,1992,Gertrude Stein,public
Stanislaw Lutostanski,1991,Harold W. Cohn,public
Mac Adams,1991,New York Korean War Veterans Memorial,public
NULL NULL,1991,Private Frederick Staats,public
NULL NULL,1992,Bowling Green Fountain,public
NULL NULL,1992,Brooklyn Korean War Veterans Plaza,public
Toshio Sasaki,1993,First Symphony of the Sea,public
Bob Cassilly,1993,Hippopotamus Fountain,public
NULL NULL,1992,"John Vincent Daniels, Jr.",public
Kit-Yin Snyder,1992,Judgment,public
NULL NULL,1992,Midland Beach War Memorial,public
Alice Aycock,1992,Roof Sculpture for 107th Police Precinct,public
NULL NULL,1993,Andrew Heiskell Plaza,public
NULL NULL,1993,Joseph Manna,public
Anthony Frudakis,1993,Socrates,public
Mags Harries,1993,Topiary: A Twenty Year Project,public
NULL NULL,1994,Anthony R. Gaeta Memorial,public
Scott Burton,1994,Design Team Project,public
Ogundipe Fayomi,1994,Dr. Ronald McNair,public
Christian Zimmerman,1997,Dragon Fountain,public
Matt Mullican,1995,Etched Granite Pavement,public
Neil Estern,1994,Fiorello H. La Guardia,public
David Saunders,1994,Fire hat,public
Jesus Dominguez,1994,Fred Lebow,public
NULL NULL,1994,Lt. Nick Lia Memorial,public
NULL NULL,1994,Police Officer Jose A. Perez,public
Robert Adzema,1994,Sundial,public
Ann Marie McDonnell,1995,A Bird Named Goldilocks,public
Susumo Shingu,1995,Dialogue with the Sun,public
Alice Aycock,1995,East River Roundabout,public
L. Hatcher,1995,El Arbol de Esperanza,public
Rolando Briseno,1995,Family Library Table,public
Milo Mottola,1998,The Totally Kid Carousel,public
Bradford Greene,1995,Gretta Moulton Gate,public
José Velasquez,1995,Happy Land Memorial,public
NULL NULL,1995,Lady Deborah Moody Memorial Plaque,public
Scott LoBaido,1995,Lieutenant George W. Lener Memorial,public
NULL NULL,1995,Luis R. Lopez Memorial Flagstaff,public
NULL NULL,1995,"Private Joseph F. Merrell, Jr.",public
NULL NULL,1996,Commodore John Barry,public
Anthony Frudakis,1996,Doric Columns,public
Penelope Jencks,1996,Eleanor Roosevelt Memorial,public
NULL NULL,1996,Emilio Barbosa,public
NULL NULL,1996,Frank and Constantine Busso,public
Augustus Saint-Gaudens,1996,Henry W. Maxwell Memorial (replica),public
NULL NULL,1996,Korean War Veterans Memorial,public
Howard McCalebb,1996,Little Dances,public
Amanda Jaffe,1996,South American Tropical Forest and African Savannah,public
Michael Browne,1996,Tortoise and Hare,public
Ned Smyth,1996,Wave Wall in Green,public
Robert Graham,1997,Duke Ellington Memorial,public
Andrea Blum,1997,East 107th Street Recreational Pier,public
Charles Searles,1997,Freedom's Gate,public
NULL NULL,1997,Holocaust Memorial Mall,public
Willie Birch,1997,"If You Don't Know Where You Come From, How Do You Know Where You Are Going?",public
Otto Neals,1997,Peter & Willie,public
Spiro Goggakis,1998,Athena,public
Steven Dickey,1998,Fountain of the Dolphins,public
NULL NULL,1998,"Louis Valentino, Jr.",public
Gustav Kraitz,1998,Raoul Wallenberg Monument,public
Philip Johnson,1999,Time Sculpture,public
Li Wei-Si,1999,Lin Ze Xu,public
Santiago Calatrava,2000,The New York Times Capsule,public
Thomas Cleveland,2000,Bound Hands Rising Free,public
Carl Cheng,2001,Community Island Pond,public
Jackie Ferrara,2001,Flushing Bay Promenade Pavement,public
NULL NULL,2000,Foley Square Medallions,public
Mierle Ukeles,2000,Honor 2000,public
Elizabeth Turk,2000,New York City Sewer Covers,public
Wopo Holup,2000,River That Flows Two Ways,public
Carl Cheng,2001,Shadow Garden,public
Eric Fischl,2000,Soul In Flight: Arthur Ashe Memorial,public
Lorenzo Pace,2000,Triumph of the Human Spirit,public
Tim Rollins,2001,Achilles and Odysseus,public
NULL NULL,2001,Battle of the Bulge,public
Moises Cabrera Orozco,2004,Benito Juarez,public
NULL NULL,2002,Brooklyn Wall of Remembrance,public
NULL NULL,2002,Irish Hunger Monument,public
NULL NULL,2002,Matthew J. Buono Memorial Fountain,public
Elizabeth Catlett,2003,Ralph Ellison Memorial,public
Claudia DeMonte,2002,The Wheel of Justice,public
Gregg LeFevre,2002,Union Square Park Labor & History Plaques,public
NULL NULL,2005,Hillcrest Post No. 1078 of the American Legion,public
NULL NULL,2002,Vietnam Memorial,public
Sivert Lindblom,2003,Nobel Monument,public
Béatrice Coron,2003,Working in the Same Direction,public
Robert Ressler,2005,Beacon,public
Jane Greengold,2004,Best on the Beach,public
Ming Fay,2004,Goldenrain Corners,public
Tom Otterness,2007,Large Coqui,public
Masayuki Sono,2004,Postcards,public
NULL NULL,2004,Ten Heroes Plaza flagstaff,public
Tom Otterness,2005,Amorphophallus Titanum,public
William Behrends,2005,Jackie Robinson and Pee Wee Reese Monument,public
Malcolm Cochran,2005,Private Passage,public
NULL NULL,2006,369th Infantry Regiment Memorial,public
Bryan Hunt,2006,Coenties Ship,public
Freddy Rodriguez,2006,Flight 587 Memorial,public
William Crozier,2007,Korean War Memorial,public
Toshio Sasaki,2007,Diagonal Sonata,public
Alison Saar,2008,Harriet Tubman Memorial,public
Cai Guo-Qiang,2007,One Stone,public
Steve Foust,2007,Python,public
Julian LaVerdiere,2007,Sentinel Lanterns,public
NULL NULL,2007,Third Water Tunnel Workers Memorial,public
NULL NULL,2007,Wall Street Fountain,public
George Trakas,2007,Waterfront Nature Walk,public
Ken Hiratsuka,2008,25 Bond Street,public
George Tsaras,2008,Aristotle,public
Nari Ward,2009,Voice I,public
Nari Ward,2009,Voice II,public
Nari Ward,2009,Voice IV,public
Sol LeWitt,2008,Wall Drawing #1252: Scribbles for Pier 88,public
Jim Conti,2009,Assent Ascent,public
Elyn Zimmerman,2009,Canal Waterworks,public
Gustav Kraitz,2009,Close Contact,public
Samm Kunce,2009,Cross-Section,public
Linnaea Tillett,2009,This Way,public
Simon Verity,2010,Castello Plan,public
Vito Acconci,2010,Edge of the Plant/Edge of the Neighborhood,public
